"시점","시도별","품목별",데이터
"2020. 09","전국","자동차학원비",165.73
"2020. 09","전국","주차료",104.64
"2020. 09","전국","승용차임차료",91.78
"2020. 09","전국","대리운전이용료",113.09
"2020. 09","전국","자동차검사료",109.05
"2020. 09","전국","국내항공료",103.12
"2020. 09","전국","여객선료",107.51
"2020. 09","전국","이삿짐운송료",113.87
"2020. 09","전국","택배이용료",103.85
"2020. 09","전국","휴대전화기수리비",118.78
"2020. 09","전국","컴퓨터수리비",104.93
"2020. 09","전국","애완동물관리비",100.15
"2020. 09","전국","수영장이용료",109.55
"2020. 09","전국","스키장이용료",114.15
"2020. 09","전국","볼링장이용료",111.37
"2020. 09","전국","헬스클럽이용료",104.65
"2020. 09","전국","골프연습장이용료",97.20
"2020. 09","전국","골프장이용료",111.51
"2020. 09","전국","당구장이용료",105.08
"2020. 09","전국","노래방이용료",105.60
"2020. 09","전국","PC방이용료",104.44
"2020. 09","전국","놀이시설이용료",112.95
"2020. 09","전국","레포츠이용료",107.02
"2020. 09","전국","운동경기관람료",112.94
"2020. 09","전국","영화관람료",114.12
"2020. 09","전국","공연예술관람료",104.66
"2020. 09","전국","전시관입장료",114.25
"2020. 09","전국","독서실비",103.53
"2020. 09","전국","문화강습료",108.89
"2020. 09","전국","온라인콘텐츠이용료",105.99
"2020. 09","전국","사진서비스료",112.45
"2020. 09","전국","국내단체여행비",102.37
"2020. 09","전국","해외단체여행비",97.09
"2020. 09","전국","초등학생학원비",107.78
"2020. 09","전국","중학생학원비",109.07
"2020. 09","전국","고등학생학원비",111.57
"2020. 09","전국","음악학원비",114.36
"2020. 09","전국","미술학원비",112.37
"2020. 09","전국","운동학원비",116.42
"2020. 09","전국","전산학원비",107.59
"2020. 09","전국","가정학습지",105.12
"2020. 09","전국","이러닝이용료",91.45
"2020. 09","전국","학교보충교육비",104.74
"2020. 09","전국","취업학원비",108.65
"2020. 09","전국","외국어학원비",110.73
"2020. 09","전국","운동강습료",107.57
"2020. 09","전국","호텔숙박료",96.89
"2020. 09","전국","여관숙박료",97.91
"2020. 09","전국","콘도이용료",108.30
"2020. 09","전국","학교기숙사비",109.48
"2020. 09","전국","휴양시설이용료",125.60
"2020. 09","전국","목욕료",114.74
"2020. 09","전국","찜질방이용료",112.06
"2020. 09","전국","이용료",107.04
"2020. 09","전국","미용료",109.91
"2020. 09","전국","뷰티미용료",108.88
"2020. 09","전국","산후조리원이용료",108.38
"2020. 09","전국","보험서비스료",165.29
"2020. 09","전국","자동차보험료",111.33
"2020. 09","전국","금융수수료",99.91
"2020. 09","전국","대입전형료",86.02
"2020. 09","전국","시험응시료",110.02
"2020. 09","전국","장례비",106.92
"2020. 10","전국","총지수",105.61
"2020. 10","전국","농축수산물",130.16
"2020. 10","전국","(농산물)곡물",120.04
"2020. 10","전국","쌀",122.32
"2020. 10","전국","현미",114.94
"2020. 10","전국","찹쌀",115.46
"2020. 10","전국","보리쌀",94.08
"2020. 10","전국","콩",128.61
"2020. 10","전국","땅콩",114.57
"2020. 10","전국","혼식곡",102.18
"2020. 10","전국","(농산물)채소",154.06
"2020. 10","전국","배추",266.82
"2020. 10","전국","상추",137.48
"2020. 10","전국","시금치",160.72
"2020. 10","전국","양배추",267.65
"2020. 10","전국","미나리",139.07
"2020. 10","전국","깻잎",142.80
"2020. 10","전국","부추",109.14
"2020. 10","전국","무",241.88
"2020. 10","전국","열무",142.43
"2020. 10","전국","당근",217.18
"2020. 10","전국","감자",108.22
"2020. 10","전국","고구마",131.37
"2020. 10","전국","도라지",110.68
"2020. 10","전국","콩나물",110.08
"2020. 10","전국","버섯",95.17
"2020. 10","전국","오이",110.02
"2020. 10","전국","풋고추",152.69
"2020. 10","전국","호박",114.09
"2020. 10","전국","가지",117.51
"2020. 10","전국","토마토",202.68
"2020. 10","전국","파",168.71
"2020. 10","전국","양파",122.79
"2020. 10","전국","마늘",120.84
"2020. 10","전국","브로콜리",195.76
"2020. 10","전국","고사리",102.82
"2020. 10","전국","파프리카",174.16
"2020. 10","전국","생강",110.83
"2020. 10","전국","(농산물)과실",134.03
"2020. 10","전국","사과",137.05
"2020. 10","전국","배",148.83
"2020. 10","전국","복숭아",131.03
"2020. 10","전국","포도",146.39
"2020. 10","전국","밤",134.75
"2020. 10","전국","감",148.97
"2020. 10","전국","귤",194.56
"2020. 10","전국","오렌지",95.61
"2020. 10","전국","참외",108.97
"2020. 10","전국","수박",131.62
"2020. 10","전국","딸기",80.52
"2020. 10","전국","바나나",117.35
"2020. 10","전국","키위",101.34
"2020. 10","전국","블루베리",99.69
"2020. 10","전국","아몬드",85.61
"2020. 10","전국","(농산물)기타농산물",136.11
"2020. 10","전국","고춧가루",154.35
"2020. 10","전국","참깨",108.43
"2020. 10","전국","인삼",95.79
"2020. 10","전국","생화",129.60
"2020. 10","전국","축산물",119.96
"2020. 10","전국","국산쇠고기",134.65
"2020. 10","전국","수입쇠고기",112.88
"2020. 10","전국","돼지고기",116.94
"2020. 10","전국","닭고기",94.85
"2020. 10","전국","달걀",106.34
"2020. 10","전국","꿀",118.13
"2020. 10","전국","수산물",120.65
"2020. 10","전국","갈치",96.72
"2020. 10","전국","명태",121.54
"2020. 10","전국","조기",93.74
"2020. 10","전국","고등어",105.16
"2020. 10","전국","오징어",221.54
"2020. 10","전국","게",143.21
"2020. 10","전국","굴",108.21
"2020. 10","전국","조개",126.91
"2020. 10","전국","전복",78.87
"2020. 10","전국","마른멸치",110.74
"2020. 10","전국","마른오징어",212.37
"2020. 10","전국","낙지",127.76
"2020. 10","전국","김",144.75
"2020. 10","전국","미역",108.53
"2020. 10","전국","공업제품",101.71
"2020. 10","전국","가공식품",106.60
"2020. 10","전국","밀가루",100.12
"2020. 10","전국","국수",97.21
"2020. 10","전국","라면",104.32
"2020. 10","전국","당면",103.79
"2020. 10","전국","두부",103.36
"2020. 10","전국","시리얼",93.99
"2020. 10","전국","부침가루",102.58
"2020. 10","전국","케이크",120.03
"2020. 10","전국","빵",120.54
"2020. 10","전국","떡",114.39
"2020. 10","전국","파스타면",105.28
"2020. 10","전국","소시지",101.93
"2020. 10","전국","햄및베이컨",96.11
"2020. 10","전국","오징어채",142.67
"2020. 10","전국","북어채",115.34
"2020. 10","전국","어묵",120.05
"2020. 10","전국","맛살",108.27
"2020. 10","전국","생선통조림",110.68
"2020. 10","전국","젓갈",135.77
"2020. 10","전국","우유",105.53
"2020. 10","전국","분유",89.43
"2020. 10","전국","치즈",103.31
"2020. 10","전국","발효유",108.21
"2020. 10","전국","참기름",120.37
"2020. 10","전국","식용유",88.88
"2020. 10","전국","과일가공품",110.08
"2020. 10","전국","단무지",99.39
"2020. 10","전국","맛김",111.21
"2020. 10","전국","초콜릿",103.71
"2020. 10","전국","사탕",97.25
"2020. 10","전국","껌",93.37
"2020. 10","전국","아이스크림",100.44
"2020. 10","전국","비스킷",103.00
"2020. 10","전국","스낵과자",109.01
"2020. 10","전국","파이",88.07
"2020. 10","전국","설탕",102.17
"2020. 10","전국","잼",112.69
"2020. 10","전국","물엿",100.90
"2020. 10","전국","소금",103.52
"2020. 10","전국","간장",110.03
"2020. 10","전국","된장",94.90
"2020. 10","전국","양념소스",99.20
"2020. 10","전국","고추장",93.03
"2020. 10","전국","카레",104.49
"2020. 10","전국","식초",121.59
"2020. 10","전국","드레싱",103.87
"2020. 10","전국","혼합조미료",121.57
"2020. 10","전국","스프",124.46
"2020. 10","전국","이유식",101.04
"2020. 10","전국","김치",126.26
"2020. 10","전국","밑반찬",115.29
"2020. 10","전국","냉동식품",101.38
"2020. 10","전국","즉석식품",111.81
"2020. 10","전국","삼각김밥",114.14
"2020. 10","전국","커피",96.16
"2020. 10","전국","차",100.83
"2020. 10","전국","주스",95.52
"2020. 10","전국","두유",114.24
"2020. 10","전국","생수",107.61
"2020. 10","전국","기능성음료",104.01
"2020. 10","전국","탄산음료",113.21
"2020. 10","전국","혼합음료",110.95
"2020. 10","전국","소주",120.53
"2020. 10","전국","과실주",102.08
"2020. 10","전국","맥주",108.93
"2020. 10","전국","막걸리",107.59
"2020. 10","전국","양주",100.77
"2020. 10","전국","약주",109.70
"2020. 10","전국","홍삼",100.00
"2020. 10","전국","건강기능식품",93.13
"2020. 10","전국","내구재",101.97
"2020. 10","전국","장롱",117.30
"2020. 10","전국","침대",127.22
"2020. 10","전국","거실장",110.89
"2020. 10","전국","소파",124.98
"2020. 10","전국","책상",117.50
"2020. 10","전국","의자",94.75
"2020. 10","전국","식탁",122.35
"2020. 10","전국","싱크대",124.60
"2020. 10","전국","전기밥솥",76.09
"2020. 10","전국","가스레인지",96.78
"2020. 10","전국","전자레인지",104.41
"2020. 10","전국","전기레인지",113.74
"2020. 10","전국","냉장고",93.40
"2020. 10","전국","김치냉장고",92.69
"2020. 10","전국","에어컨",109.80
"2020. 10","전국","선풍기",91.17
"2020. 10","전국","공기청정기",105.18
"2020. 10","전국","세탁기",106.59
"2020. 10","전국","청소기",108.60
"2020. 10","전국","믹서",83.06
"2020. 10","전국","보온매트",107.14
"2020. 10","전국","비데",78.01
"2020. 10","전국","보일러",106.72
"2020. 10","전국","소형승용차",101.73
"2020. 10","전국","중형승용차",99.60
"2020. 10","전국","대형승용차",102.11
"2020. 10","전국","경승용차",104.54
"2020. 10","전국","다목적승용차",98.13
"2020. 10","전국","수입승용차",102.68
"2020. 10","전국","자전거",104.33
"2020. 10","전국","자동차용품",91.29
"2020. 10","전국","휴대전화기",104.28
"2020. 10","전국","TV",62.45
"2020. 10","전국","영상음향기기",94.53
"2020. 10","전국","사진기",99.16
"2020. 10","전국","컴퓨터",97.45
"2020. 10","전국","휴대용멀티미디어기기",114.53
"2020. 10","전국","프린터",117.21
"2020. 10","전국","피아노",105.23
"2020. 10","전국","현악기",109.58
"2020. 10","전국","헬스기구",94.29
"2020. 10","전국","면도기",102.69
"2020. 10","전국","헤어드라이어",77.82
"2020. 10","전국","손목시계",103.90
"2020. 10","전국","장신구",117.33
"2020. 10","전국","섬유제품",104.45
"2020. 10","전국","남자외의",104.15
"2020. 10","전국","남자상의",102.63
"2020. 10","전국","남자학생복",40.90
"2020. 10","전국","남자하의",103.35
"2020. 10","전국","남자내의",101.77
"2020. 10","전국","여자외의",109.40
"2020. 10","전국","원피스",105.41
"2020. 10","전국","여자상의",100.08
"2020. 10","전국","여자학생복",42.02
"2020. 10","전국","여자하의",108.24
"2020. 10","전국","여자내의",105.76
"2020. 10","전국","점퍼",106.96
"2020. 10","전국","티셔츠",106.78
"2020. 10","전국","스웨터",110.19
"2020. 10","전국","청바지",104.46
"2020. 10","전국","운동복",103.64
"2020. 10","전국","등산복",101.66
"2020. 10","전국","아동복",104.36
"2020. 10","전국","유아복",95.97
"2020. 10","전국","양말",99.70
"2020. 10","전국","모자",104.12
"2020. 10","전국","넥타이",100.44
"2020. 10","전국","장갑",104.04
"2020. 10","전국","침구",110.59
"2020. 10","전국","커튼",95.19
"2020. 10","전국","출판물",103.45
"2020. 10","전국","유아용학습교재",105.21
"2020. 10","전국","초등학교학습서",114.96
"2020. 10","전국","중학교학습서",106.47
"2020. 10","전국","고등학교학습서",109.63
"2020. 10","전국","교과서",24.34
"2020. 10","전국","대학교재",105.79
"2020. 10","전국","서적",101.92
"2020. 10","전국","신문",111.11
"2020. 10","전국","석유류",88.87
"2020. 10","전국","취사용LPG",102.46
"2020. 10","전국","등유",86.69
"2020. 10","전국","부탄가스",96.28
"2020. 10","전국","휘발유",88.37
"2020. 10","전국","경유",87.25
"2020. 10","전국","자동차용LPG",95.66
"2020. 10","전국","의약품",103.29
"2020. 10","전국","감기약",111.59
"2020. 10","전국","진통제",127.46
"2020. 10","전국","소화제",119.60
"2020. 10","전국","정장제",120.76
"2020. 10","전국","위장약",113.64
"2020. 10","전국","진해거담제",132.49
"2020. 10","전국","소염진통제",111.19
"2020. 10","전국","피부질환제",112.86
"2020. 10","전국","치과구강용약",114.86
"2020. 10","전국","조제약",94.21
"2020. 10","전국","한방약",118.74
"2020. 10","전국","비타민제",99.34
"2020. 10","전국","병원약품",93.11
"2020. 10","전국","화장품",97.31
"2020. 10","전국","샴푸",83.83
"2020. 10","전국","바디워시",64.01
"2020. 10","전국","기초화장품",99.72
"2020. 10","전국","기능성화장품",100.00
"2020. 10","전국","색조화장품",105.41
"2020. 10","전국","모발염색약",90.60
"2020. 10","전국","기타",103.05
"2020. 10","전국","담배",100.00
"2020. 10","전국","아동화",106.44
"2020. 10","전국","구두",121.83
"2020. 10","전국","운동화",103.25
"2020. 10","전국","실내화",101.01
"2020. 10","전국","주택수선재료",106.40
"2020. 10","전국","연탄",149.25
"2020. 10","전국","식기",118.90
"2020. 10","전국","컵",88.67
"2020. 10","전국","솥",106.51
"2020. 10","전국","프라이팬",93.70
"2020. 10","전국","냄비",102.50
"2020. 10","전국","수저",104.58
"2020. 10","전국","밀폐용기",105.34
"2020. 10","전국","부엌용용구",109.07
"2020. 10","전국","건전지",114.52
"2020. 10","전국","디지털도어록",94.68
"2020. 10","전국","세탁세제",88.28
"2020. 10","전국","섬유유연제",80.05
"2020. 10","전국","전구",91.63
"2020. 10","전국","부엌용세제",99.56
"2020. 10","전국","청소용세제",111.89
"2020. 10","전국","살충제",110.88
"2020. 10","전국","가정용비닐용품",121.34
"2020. 10","전국","키친타월",97.38
"2020. 10","전국","방향제",106.98
"2020. 10","전국","습기제거제",103.34
"2020. 10","전국","종이기저귀",102.64
"2020. 10","전국","생리대",97.96
"2020. 10","전국","안경",98.17
"2020. 10","전국","콘택트렌즈",94.57
"2020. 10","전국","의료측정기",103.77
"2020. 10","전국","보청기",101.36
"2020. 10","전국","치료재료",100.38
"2020. 10","전국","자동차타이어",89.77
"2020. 10","전국","컴퓨터소모품",114.05
"2020. 10","전국","저장장치",77.75
"2020. 10","전국","장난감",106.67
"2020. 10","전국","레저용품",106.93
"2020. 10","전국","운동용품",98.83
"2020. 10","전국","원예용품",100.27
"2020. 10","전국","애완동물용품",102.73
"2020. 10","전국","공책",105.93
"2020. 10","전국","스케치북",101.03
"2020. 10","전국","복사용지",104.05
"2020. 10","전국","기타문구",111.96
"2020. 10","전국","필기구",101.85
"2020. 10","전국","회화용구",109.22
"2020. 10","전국","칫솔",104.68
"2020. 10","전국","치약",103.14
"2020. 10","전국","비누",88.64
"2020. 10","전국","화장지",97.39
"2020. 10","전국","구강세정제",99.00
"2020. 10","전국","가방",111.21
"2020. 10","전국","핸드백",105.62
"2020. 10","전국","우산",97.63
"2020. 10","전국","유모차",101.30
"2020. 10","전국","지갑",94.44
"2020. 10","전국","전기 · 수도 · 가스",86.34
"2020. 10","전국","전기 · 수도 · 가스",86.34
"2020. 10","전국","상수도료",105.94
"2020. 10","전국","전기료",89.83
"2020. 10","전국","도시가스",77.38
"2020. 10","전국","지역난방비",79.75
"2020. 10","전국","집세",104.47
"2020. 10","전국","집세",104.47
"2020. 10","전국","전세",108.48
"2020. 10","전국","월세",100.05
"2020. 10","전국","공공서비스",94.76
"2020. 10","전국","공공서비스",94.76
"2020. 10","전국","하수도료",153.02
"2020. 10","전국","쓰레기봉투료",112.49
"2020. 10","전국","정화조청소료",110.29
"2020. 10","전국","외래진료비",112.55
"2020. 10","전국","한방진료비",108.66
"2020. 10","전국","약국조제료",117.18
"2020. 10","전국","치과진료비",106.70
"2020. 10","전국","입원진료비",103.59
"2020. 10","전국","도로통행료",101.41
"2020. 10","전국","열차료",97.15
"2020. 10","전국","도시철도료",107.93
"2020. 10","전국","시내버스료",111.56
"2020. 10","전국","시외버스료",113.23
"2020. 10","전국","고속버스료",107.96
"2020. 10","전국","택시료",116.96
"2020. 10","전국","국제항공료",105.96
"2020. 10","전국","우편료",121.67
"2020. 10","전국","유선전화료",100.24
"2020. 10","전국","휴대전화료",74.05
"2020. 10","전국","인터넷이용료",100.08
"2020. 10","전국","방송수신료",99.51
"2020. 10","전국","유치원납입금",98.55
"2020. 10","전국","고등학교납입금",16.40
"2020. 10","전국","전문대학납입금",98.85
"2020. 10","전국","국공립대학교납입금",96.28
"2020. 10","전국","사립대학교납입금",96.21
"2020. 10","전국","국공립대학원납입금",101.81
"2020. 10","전국","사립대학원납입금",102.53
"2020. 10","전국","보육시설이용료",95.27
"2020. 10","전국","요양시설이용료",125.35
"2020. 10","전국","부동산중개수수료",98.68
"2020. 10","전국","행정수수료",100.00
"2020. 10","전국","개인서비스",112.04
"2020. 10","전국","외식",111.50
"2020. 10","전국","김치찌개백반",112.80
"2020. 10","전국","된장찌개백반",112.53
"2020. 10","전국","비빔밥",111.39
"2020. 10","전국","설렁탕",114.44
"2020. 10","전국","갈비탕",123.26
"2020. 10","전국","삼계탕",109.99
"2020. 10","전국","해물찜",107.76
"2020. 10","전국","해장국",111.93
"2020. 10","전국","불고기",113.73
"2020. 10","전국","쇠고기(외식)",116.59
"2020. 10","전국","돼지갈비(외식)",112.10
"2020. 10","전국","삼겹살(외식)",112.50
"2020. 10","전국","오리고기(외식)",106.39
"2020. 10","전국","냉면",114.10
"2020. 10","전국","칼국수",113.82
"2020. 10","전국","죽(외식)",115.16
"2020. 10","전국","생선초밥",109.14
"2020. 10","전국","생선회(외식)",111.35
"2020. 10","전국","자장면",117.66
"2020. 10","전국","짬뽕",120.02
"2020. 10","전국","탕수육",112.29
"2020. 10","전국","볶음밥",117.48
"2020. 10","전국","돈가스",110.87
"2020. 10","전국","스테이크",112.43
"2020. 10","전국","스파게티",107.74
"2020. 10","전국","라면(외식)",119.38
"2020. 10","전국","김밥",130.54
"2020. 10","전국","떡볶이",119.64
"2020. 10","전국","치킨",110.95
"2020. 10","전국","햄버거",108.21
"2020. 10","전국","피자",101.62
"2020. 10","전국","커피(외식)",104.36
"2020. 10","전국","국산차(외식)",101.12
"2020. 10","전국","소주(외식)",122.76
"2020. 10","전국","맥주(외식)",110.78
"2020. 10","전국","막걸리(외식)",106.35
"2020. 10","전국","학교급식비",19.19
"2020. 10","전국","구내식당식사비",116.13
"2020. 10","전국","도시락",109.01
"2020. 10","전국","외식제외",112.40
"2020. 10","전국","의복수선료",110.39
"2020. 10","전국","세탁료",109.01
"2020. 10","전국","의복대여료",112.54
"2020. 10","전국","설비수리비",125.34
"2020. 10","전국","공동주택관리비",128.71
"2020. 10","전국","가전제품수리비",126.87
"2020. 10","전국","가전제품렌탈비",94.85
"2020. 10","전국","가사도우미료",123.58
"2020. 10","전국","간병도우미료",121.82
"2020. 10","전국","건강기기렌탈비",104.19
"2020. 10","전국","건강검진비",104.20
"2020. 10","전국","치과보철료",97.02
"2020. 10","전국","병원검사료",78.40
"2020. 10","전국","자동차수리비",106.29
"2020. 10","전국","엔진오일교체료",113.99
"2020. 10","전국","세차료",130.42
"2020. 10","전국","자동차학원비",165.73
"2020. 10","전국","주차료",104.63
"2020. 10","전국","승용차임차료",91.78
"2020. 10","전국","대리운전이용료",114.31
"2020. 10","전국","자동차검사료",109.05
"2020. 10","전국","국내항공료",107.05
"2020. 10","전국","여객선료",108.00
"2020. 10","전국","이삿짐운송료",115.32
"2020. 10","전국","택배이용료",103.85
"2020. 10","전국","휴대전화기수리비",118.78
"2020. 10","전국","컴퓨터수리비",104.93
"2020. 10","전국","애완동물관리비",100.15
"2020. 10","전국","수영장이용료",110.15
"2020. 10","전국","스키장이용료",114.15
"2020. 10","전국","볼링장이용료",111.35
"2020. 10","전국","헬스클럽이용료",104.37
"2020. 10","전국","골프연습장이용료",97.38
"2020. 10","전국","골프장이용료",112.64
"2020. 10","전국","당구장이용료",105.21
"2020. 10","전국","노래방이용료",105.98
"2020. 10","전국","PC방이용료",106.56
"2020. 10","전국","놀이시설이용료",113.01
"2020. 10","전국","레포츠이용료",107.02
"2020. 10","전국","운동경기관람료",113.91
"2020. 10","전국","영화관람료",122.26
"2020. 10","전국","공연예술관람료",103.19
"2020. 10","전국","전시관입장료",114.25
"2020. 10","전국","독서실비",103.62
"2020. 10","전국","문화강습료",109.03
"2020. 10","전국","온라인콘텐츠이용료",104.73
"2020. 10","전국","사진서비스료",112.90
"2020. 10","전국","국내단체여행비",108.67
"2020. 10","전국","해외단체여행비",97.14
"2020. 10","전국","초등학생학원비",108.09
"2020. 10","전국","중학생학원비",109.30
"2020. 10","전국","고등학생학원비",111.62
"2020. 10","전국","음악학원비",114.50
"2020. 10","전국","미술학원비",112.37
"2020. 10","전국","운동학원비",116.61
"2020. 10","전국","전산학원비",107.67
"2020. 10","전국","가정학습지",105.12
"2020. 10","전국","이러닝이용료",91.45
"2020. 10","전국","학교보충교육비",104.60
"2020. 10","전국","취업학원비",108.73
"2020. 10","전국","외국어학원비",110.93
"2020. 10","전국","운동강습료",107.68
"2020. 10","전국","호텔숙박료",97.02
"2020. 10","전국","여관숙박료",97.13
"2020. 10","전국","콘도이용료",113.10
"2020. 10","전국","학교기숙사비",109.58
"2020. 10","전국","휴양시설이용료",125.60
"2020. 10","전국","목욕료",114.77
"2020. 10","전국","찜질방이용료",111.69
"2020. 10","전국","이용료",107.09
"2020. 10","전국","미용료",110.05
"2020. 10","전국","뷰티미용료",109.00
"2020. 10","전국","산후조리원이용료",108.36
"2020. 10","전국","보험서비스료",165.29
"2020. 10","전국","자동차보험료",111.33
"2020. 10","전국","금융수수료",99.91
"2020. 10","전국","대입전형료",86.02
"2020. 10","전국","시험응시료",110.02
"2020. 10","전국","장례비",107.14
"2020. 11","전국","총지수",105.50
"2020. 11","전국","농축수산물",121.81
"2020. 11","전국","(농산물)곡물",124.23
"2020. 11","전국","쌀",127.68
"2020. 11","전국","현미",116.63
"2020. 11","전국","찹쌀",117.66
"2020. 11","전국","보리쌀",93.75
"2020. 11","전국","콩",132.80
"2020. 11","전국","땅콩",116.56
"2020. 11","전국","혼식곡",102.44
"2020. 11","전국","(농산물)채소",125.79
"2020. 11","전국","배추",116.98
"2020. 11","전국","상추",107.86
"2020. 11","전국","시금치",113.88
"2020. 11","전국","양배추",234.03
"2020. 11","전국","미나리",155.44
"2020. 11","전국","깻잎",113.96
"2020. 11","전국","부추",170.23
"2020. 11","전국","무",155.59
"2020. 11","전국","열무",116.51
"2020. 11","전국","당근",178.39
"2020. 11","전국","감자",107.84
"2020. 11","전국","고구마",124.24
"2020. 11","전국","도라지",110.69
"2020. 11","전국","콩나물",109.99
"2020. 11","전국","버섯",86.08
"2020. 11","전국","오이",87.50
"2020. 11","전국","풋고추",110.85
"2020. 11","전국","호박",89.40
"2020. 11","전국","가지",123.36
"2020. 11","전국","토마토",169.60
"2020. 11","전국","파",171.08
"2020. 11","전국","양파",127.67
"2020. 11","전국","마늘",119.64
"2020. 11","전국","브로콜리",159.14
"2020. 11","전국","고사리",103.23
"2020. 11","전국","파프리카",124.36
"2020. 11","전국","생강",92.48
"2020. 11","전국","(농산물)과실",119.25
"2020. 11","전국","사과",125.42
"2020. 11","전국","배",152.29
"2020. 11","전국","복숭아",117.15
"2020. 11","전국","포도",123.15
"2020. 11","전국","밤",133.22
"2020. 11","전국","감",126.39
"2020. 11","전국","귤",127.67
"2020. 11","전국","오렌지",85.78
"2020. 11","전국","참외",97.47
"2020. 11","전국","수박",117.90
"2020. 11","전국","딸기",71.91
"2020. 11","전국","바나나",116.02
"2020. 11","전국","키위",100.45
"2020. 11","전국","블루베리",99.97
"2020. 11","전국","아몬드",86.37
"2020. 11","전국","(농산물)기타농산물",139.79
"2020. 11","전국","고춧가루",160.07
"2020. 11","전국","참깨",108.67
"2020. 11","전국","인삼",94.12
"2020. 11","전국","생화",133.88
"2020. 11","전국","축산물",117.42
"2020. 11","전국","국산쇠고기",134.17
"2020. 11","전국","수입쇠고기",111.23
"2020. 11","전국","돼지고기",111.88
"2020. 11","전국","닭고기",94.83
"2020. 11","전국","달걀",104.33
"2020. 11","전국","꿀",117.10
"2020. 11","전국","수산물",122.27
"2020. 11","전국","갈치",96.17
"2020. 11","전국","명태",120.30
"2020. 11","전국","조기",93.83
"2020. 11","전국","고등어",104.68
"2020. 11","전국","오징어",226.57
"2020. 11","전국","게",145.69
"2020. 11","전국","굴",139.35
"2020. 11","전국","조개",123.59
"2020. 11","전국","전복",78.24
"2020. 11","전국","마른멸치",109.42
"2020. 11","전국","마른오징어",209.04
"2020. 11","전국","낙지",127.64
"2020. 11","전국","김",145.30
"2020. 11","전국","미역",108.98
"2020. 11","전국","공업제품",101.56
"2020. 11","전국","가공식품",106.69
"2020. 11","전국","밀가루",100.07
"2020. 11","전국","국수",97.18
"2020. 11","전국","라면",103.92
"2020. 11","전국","당면",107.28
"2020. 11","전국","두부",103.26
"2020. 11","전국","시리얼",94.73
"2020. 11","전국","부침가루",101.67
"2020. 11","전국","케이크",120.04
"2020. 11","전국","빵",120.56
"2020. 11","전국","떡",114.62
"2020. 11","전국","파스타면",104.24
"2020. 11","전국","소시지",102.37
"2020. 11","전국","햄및베이컨",97.99
"2020. 11","전국","오징어채",141.78
"2020. 11","전국","북어채",114.51
"2020. 11","전국","어묵",120.35
"2020. 11","전국","맛살",107.95
"2020. 11","전국","생선통조림",110.37
"2020. 11","전국","젓갈",132.58
"2020. 11","전국","우유",105.57
"2020. 11","전국","분유",88.20
"2020. 11","전국","치즈",101.53
"2020. 11","전국","발효유",106.45
"2020. 11","전국","참기름",119.59
"2020. 11","전국","식용유",91.58
"2020. 11","전국","과일가공품",110.13
"2020. 11","전국","단무지",99.41
"2020. 11","전국","맛김",110.70
"2020. 11","전국","초콜릿",102.83
"2020. 11","전국","사탕",97.10
"2020. 11","전국","껌",92.95
"2020. 11","전국","아이스크림",100.91
"2020. 11","전국","비스킷",102.46
"2020. 11","전국","스낵과자",109.44
"2020. 11","전국","파이",88.93
"2020. 11","전국","설탕",101.86
"2020. 11","전국","잼",108.77
"2020. 11","전국","물엿",101.73
"2020. 11","전국","소금",102.45
"2020. 11","전국","간장",109.61
"2020. 11","전국","된장",97.27
"2020. 11","전국","양념소스",100.42
"2020. 11","전국","고추장",97.55
"2020. 11","전국","카레",103.78
"2020. 11","전국","식초",117.70
"2020. 11","전국","드레싱",106.06
"2020. 11","전국","혼합조미료",121.90
"2020. 11","전국","스프",124.49
"2020. 11","전국","이유식",101.04
"2020. 11","전국","김치",122.87
"2020. 11","전국","밑반찬",115.23
"2020. 11","전국","냉동식품",101.49
"2020. 11","전국","즉석식품",112.01
"2020. 11","전국","삼각김밥",114.14
"2020. 11","전국","커피",97.87
"2020. 11","전국","차",100.35
"2020. 11","전국","주스",94.84
"2020. 11","전국","두유",114.77
"2020. 11","전국","생수",110.71
"2020. 11","전국","기능성음료",103.99
"2020. 11","전국","탄산음료",112.77
"2020. 11","전국","혼합음료",111.44
"2020. 11","전국","소주",120.56
"2020. 11","전국","과실주",96.41
"2020. 11","전국","맥주",108.97
"2020. 11","전국","막걸리",108.09
"2020. 11","전국","양주",101.77
"2020. 11","전국","약주",109.89
"2020. 11","전국","홍삼",100.00
"2020. 11","전국","건강기능식품",93.55
"2020. 11","전국","내구재",102.02
"2020. 11","전국","장롱",123.45
"2020. 11","전국","침대",127.22
"2020. 11","전국","거실장",116.64
"2020. 11","전국","소파",124.98
"2020. 11","전국","책상",124.40
"2020. 11","전국","의자",94.45
"2020. 11","전국","식탁",122.35
"2020. 11","전국","싱크대",125.09
"2020. 11","전국","전기밥솥",80.58
"2020. 11","전국","가스레인지",96.85
"2020. 11","전국","전자레인지",104.50
"2020. 11","전국","전기레인지",102.13
"2020. 11","전국","냉장고",92.05
"2020. 11","전국","김치냉장고",91.24
"2020. 11","전국","에어컨",109.80
"2020. 11","전국","선풍기",91.17
"2020. 11","전국","공기청정기",105.68
"2020. 11","전국","세탁기",106.50
"2020. 11","전국","청소기",108.35
"2020. 11","전국","믹서",83.11
"2020. 11","전국","보온매트",107.14
"2020. 11","전국","비데",78.00
"2020. 11","전국","보일러",106.78
