"시점","시도별","품목별",데이터
"2020. 11","전국","소형승용차",101.43
"2020. 11","전국","중형승용차",99.70
"2020. 11","전국","대형승용차",102.37
"2020. 11","전국","경승용차",103.10
"2020. 11","전국","다목적승용차",97.50
"2020. 11","전국","수입승용차",102.68
"2020. 11","전국","자전거",107.85
"2020. 11","전국","자동차용품",91.32
"2020. 11","전국","휴대전화기",104.28
"2020. 11","전국","TV",60.87
"2020. 11","전국","영상음향기기",94.50
"2020. 11","전국","사진기",103.33
"2020. 11","전국","컴퓨터",97.89
"2020. 11","전국","휴대용멀티미디어기기",114.53
"2020. 11","전국","프린터",117.21
"2020. 11","전국","피아노",106.03
"2020. 11","전국","현악기",109.36
"2020. 11","전국","헬스기구",94.35
"2020. 11","전국","면도기",101.71
"2020. 11","전국","헤어드라이어",77.35
"2020. 11","전국","손목시계",108.93
"2020. 11","전국","장신구",117.33
"2020. 11","전국","섬유제품",104.62
"2020. 11","전국","남자외의",104.15
"2020. 11","전국","남자상의",102.63
"2020. 11","전국","남자학생복",40.90
"2020. 11","전국","남자하의",103.14
"2020. 11","전국","남자내의",101.74
"2020. 11","전국","여자외의",110.21
"2020. 11","전국","원피스",105.41
"2020. 11","전국","여자상의",100.08
"2020. 11","전국","여자학생복",42.02
"2020. 11","전국","여자하의",110.00
"2020. 11","전국","여자내의",105.78
"2020. 11","전국","점퍼",107.77
"2020. 11","전국","티셔츠",106.99
"2020. 11","전국","스웨터",110.19
"2020. 11","전국","청바지",104.46
"2020. 11","전국","운동복",103.64
"2020. 11","전국","등산복",101.66
"2020. 11","전국","아동복",102.26
"2020. 11","전국","유아복",95.97
"2020. 11","전국","양말",99.84
"2020. 11","전국","모자",104.12
"2020. 11","전국","넥타이",100.44
"2020. 11","전국","장갑",104.12
"2020. 11","전국","침구",110.59
"2020. 11","전국","커튼",95.24
"2020. 11","전국","출판물",103.45
"2020. 11","전국","유아용학습교재",105.21
"2020. 11","전국","초등학교학습서",114.96
"2020. 11","전국","중학교학습서",106.47
"2020. 11","전국","고등학교학습서",109.63
"2020. 11","전국","교과서",24.34
"2020. 11","전국","대학교재",105.79
"2020. 11","전국","서적",101.92
"2020. 11","전국","신문",111.11
"2020. 11","전국","석유류",87.76
"2020. 11","전국","취사용LPG",102.57
"2020. 11","전국","등유",85.59
"2020. 11","전국","부탄가스",93.68
"2020. 11","전국","휘발유",87.23
"2020. 11","전국","경유",85.89
"2020. 11","전국","자동차용LPG",95.57
"2020. 11","전국","의약품",103.30
"2020. 11","전국","감기약",111.59
"2020. 11","전국","진통제",127.75
"2020. 11","전국","소화제",119.59
"2020. 11","전국","정장제",120.86
"2020. 11","전국","위장약",113.79
"2020. 11","전국","진해거담제",132.75
"2020. 11","전국","소염진통제",111.13
"2020. 11","전국","피부질환제",112.91
"2020. 11","전국","치과구강용약",115.08
"2020. 11","전국","조제약",94.21
"2020. 11","전국","한방약",118.70
"2020. 11","전국","비타민제",99.34
"2020. 11","전국","병원약품",93.11
"2020. 11","전국","화장품",97.43
"2020. 11","전국","샴푸",83.14
"2020. 11","전국","바디워시",65.92
"2020. 11","전국","기초화장품",100.03
"2020. 11","전국","기능성화장품",100.32
"2020. 11","전국","색조화장품",105.08
"2020. 11","전국","모발염색약",88.90
"2020. 11","전국","기타",102.65
"2020. 11","전국","담배",100.00
"2020. 11","전국","아동화",106.44
"2020. 11","전국","구두",121.83
"2020. 11","전국","운동화",103.25
"2020. 11","전국","실내화",100.82
"2020. 11","전국","주택수선재료",106.36
"2020. 11","전국","연탄",149.23
"2020. 11","전국","식기",118.87
"2020. 11","전국","컵",88.83
"2020. 11","전국","솥",106.67
"2020. 11","전국","프라이팬",88.33
"2020. 11","전국","냄비",88.46
"2020. 11","전국","수저",104.58
"2020. 11","전국","밀폐용기",92.17
"2020. 11","전국","부엌용용구",108.37
"2020. 11","전국","건전지",114.98
"2020. 11","전국","디지털도어록",94.68
"2020. 11","전국","세탁세제",85.43
"2020. 11","전국","섬유유연제",73.59
"2020. 11","전국","전구",91.18
"2020. 11","전국","부엌용세제",99.15
"2020. 11","전국","청소용세제",111.47
"2020. 11","전국","살충제",110.90
"2020. 11","전국","가정용비닐용품",121.55
"2020. 11","전국","키친타월",100.16
"2020. 11","전국","방향제",105.72
"2020. 11","전국","습기제거제",103.55
"2020. 11","전국","종이기저귀",102.60
"2020. 11","전국","생리대",96.93
"2020. 11","전국","안경",98.35
"2020. 11","전국","콘택트렌즈",94.48
"2020. 11","전국","의료측정기",103.64
"2020. 11","전국","보청기",101.36
"2020. 11","전국","치료재료",100.38
"2020. 11","전국","자동차타이어",89.68
"2020. 11","전국","컴퓨터소모품",112.47
"2020. 11","전국","저장장치",77.70
"2020. 11","전국","장난감",106.59
"2020. 11","전국","레저용품",105.90
"2020. 11","전국","운동용품",99.37
"2020. 11","전국","원예용품",100.63
"2020. 11","전국","애완동물용품",101.58
"2020. 11","전국","공책",105.81
"2020. 11","전국","스케치북",100.94
"2020. 11","전국","복사용지",103.85
"2020. 11","전국","기타문구",114.44
"2020. 11","전국","필기구",101.59
"2020. 11","전국","회화용구",109.21
"2020. 11","전국","칫솔",105.25
"2020. 11","전국","치약",105.25
"2020. 11","전국","비누",89.49
"2020. 11","전국","화장지",96.50
"2020. 11","전국","구강세정제",105.18
"2020. 11","전국","가방",111.21
"2020. 11","전국","핸드백",109.56
"2020. 11","전국","우산",97.54
"2020. 11","전국","유모차",101.53
"2020. 11","전국","지갑",99.56
"2020. 11","전국","전기 · 수도 · 가스",86.34
"2020. 11","전국","전기 · 수도 · 가스",86.34
"2020. 11","전국","상수도료",105.94
"2020. 11","전국","전기료",89.83
"2020. 11","전국","도시가스",77.38
"2020. 11","전국","지역난방비",79.75
"2020. 11","전국","집세",104.57
"2020. 11","전국","집세",104.57
"2020. 11","전국","전세",108.63
"2020. 11","전국","월세",100.11
"2020. 11","전국","공공서비스",99.34
"2020. 11","전국","공공서비스",99.34
"2020. 11","전국","하수도료",153.02
"2020. 11","전국","쓰레기봉투료",112.49
"2020. 11","전국","정화조청소료",110.29
"2020. 11","전국","외래진료비",112.55
"2020. 11","전국","한방진료비",108.66
"2020. 11","전국","약국조제료",117.18
"2020. 11","전국","치과진료비",106.23
"2020. 11","전국","입원진료비",103.59
"2020. 11","전국","도로통행료",101.41
"2020. 11","전국","열차료",97.15
"2020. 11","전국","도시철도료",107.93
"2020. 11","전국","시내버스료",111.56
"2020. 11","전국","시외버스료",113.23
"2020. 11","전국","고속버스료",107.96
"2020. 11","전국","택시료",116.96
"2020. 11","전국","국제항공료",111.65
"2020. 11","전국","우편료",121.67
"2020. 11","전국","유선전화료",100.24
"2020. 11","전국","휴대전화료",91.32
"2020. 11","전국","인터넷이용료",100.08
"2020. 11","전국","방송수신료",99.51
"2020. 11","전국","유치원납입금",98.55
"2020. 11","전국","고등학교납입금",16.40
"2020. 11","전국","전문대학납입금",98.85
"2020. 11","전국","국공립대학교납입금",96.28
"2020. 11","전국","사립대학교납입금",96.21
"2020. 11","전국","국공립대학원납입금",101.81
"2020. 11","전국","사립대학원납입금",102.53
"2020. 11","전국","보육시설이용료",95.31
"2020. 11","전국","요양시설이용료",125.35
"2020. 11","전국","부동산중개수수료",98.68
"2020. 11","전국","행정수수료",100.00
"2020. 11","전국","개인서비스",111.63
"2020. 11","전국","외식",111.44
"2020. 11","전국","김치찌개백반",112.82
"2020. 11","전국","된장찌개백반",112.64
"2020. 11","전국","비빔밥",111.56
"2020. 11","전국","설렁탕",115.36
"2020. 11","전국","갈비탕",123.33
"2020. 11","전국","삼계탕",109.99
"2020. 11","전국","해물찜",107.74
"2020. 11","전국","해장국",112.14
"2020. 11","전국","불고기",113.98
"2020. 11","전국","쇠고기(외식)",116.88
"2020. 11","전국","돼지갈비(외식)",112.12
"2020. 11","전국","삼겹살(외식)",112.79
"2020. 11","전국","오리고기(외식)",106.52
"2020. 11","전국","냉면",114.25
"2020. 11","전국","칼국수",114.20
"2020. 11","전국","죽(외식)",115.16
"2020. 11","전국","생선초밥",109.34
"2020. 11","전국","생선회(외식)",111.96
"2020. 11","전국","자장면",117.57
"2020. 11","전국","짬뽕",120.03
"2020. 11","전국","탕수육",112.37
"2020. 11","전국","볶음밥",117.72
"2020. 11","전국","돈가스",110.87
"2020. 11","전국","스테이크",112.58
"2020. 11","전국","스파게티",107.74
"2020. 11","전국","라면(외식)",120.05
"2020. 11","전국","김밥",131.27
"2020. 11","전국","떡볶이",120.05
"2020. 11","전국","치킨",111.14
"2020. 11","전국","햄버거",102.49
"2020. 11","전국","피자",97.23
"2020. 11","전국","커피(외식)",104.36
"2020. 11","전국","국산차(외식)",101.21
"2020. 11","전국","소주(외식)",123.20
"2020. 11","전국","맥주(외식)",110.82
"2020. 11","전국","막걸리(외식)",106.73
"2020. 11","전국","학교급식비",19.19
"2020. 11","전국","구내식당식사비",116.35
"2020. 11","전국","도시락",109.01
"2020. 11","전국","외식제외",111.76
"2020. 11","전국","의복수선료",110.49
"2020. 11","전국","세탁료",109.04
"2020. 11","전국","의복대여료",112.91
"2020. 11","전국","설비수리비",125.53
"2020. 11","전국","공동주택관리비",127.40
"2020. 11","전국","가전제품수리비",126.87
"2020. 11","전국","가전제품렌탈비",94.85
"2020. 11","전국","가사도우미료",123.66
"2020. 11","전국","간병도우미료",121.73
"2020. 11","전국","건강기기렌탈비",104.19
"2020. 11","전국","건강검진비",104.20
"2020. 11","전국","치과보철료",97.05
"2020. 11","전국","병원검사료",78.42
"2020. 11","전국","자동차수리비",106.49
"2020. 11","전국","엔진오일교체료",114.03
"2020. 11","전국","세차료",131.23
"2020. 11","전국","자동차학원비",165.67
"2020. 11","전국","주차료",104.63
"2020. 11","전국","승용차임차료",91.78
"2020. 11","전국","대리운전이용료",115.37
"2020. 11","전국","자동차검사료",109.05
"2020. 11","전국","국내항공료",101.41
"2020. 11","전국","여객선료",107.51
"2020. 11","전국","이삿짐운송료",115.14
"2020. 11","전국","택배이용료",104.06
"2020. 11","전국","휴대전화기수리비",114.16
"2020. 11","전국","컴퓨터수리비",104.93
"2020. 11","전국","애완동물관리비",100.39
"2020. 11","전국","수영장이용료",110.30
"2020. 11","전국","스키장이용료",114.15
"2020. 11","전국","볼링장이용료",111.35
"2020. 11","전국","헬스클럽이용료",103.96
"2020. 11","전국","골프연습장이용료",97.28
"2020. 11","전국","골프장이용료",112.93
"2020. 11","전국","당구장이용료",105.17
"2020. 11","전국","노래방이용료",106.37
"2020. 11","전국","PC방이용료",105.60
"2020. 11","전국","놀이시설이용료",113.01
"2020. 11","전국","레포츠이용료",107.02
"2020. 11","전국","운동경기관람료",113.91
"2020. 11","전국","영화관람료",124.91
"2020. 11","전국","공연예술관람료",103.19
"2020. 11","전국","전시관입장료",113.31
"2020. 11","전국","독서실비",103.63
"2020. 11","전국","문화강습료",109.03
"2020. 11","전국","온라인콘텐츠이용료",105.99
"2020. 11","전국","사진서비스료",113.13
"2020. 11","전국","국내단체여행비",101.03
"2020. 11","전국","해외단체여행비",90.72
"2020. 11","전국","초등학생학원비",108.30
"2020. 11","전국","중학생학원비",109.29
"2020. 11","전국","고등학생학원비",111.97
"2020. 11","전국","음악학원비",114.69
"2020. 11","전국","미술학원비",112.49
"2020. 11","전국","운동학원비",116.64
"2020. 11","전국","전산학원비",107.71
"2020. 11","전국","가정학습지",105.12
"2020. 11","전국","이러닝이용료",91.45
"2020. 11","전국","학교보충교육비",104.99
"2020. 11","전국","취업학원비",110.42
"2020. 11","전국","외국어학원비",110.96
"2020. 11","전국","운동강습료",107.68
"2020. 11","전국","호텔숙박료",96.64
"2020. 11","전국","여관숙박료",96.91
"2020. 11","전국","콘도이용료",105.12
"2020. 11","전국","학교기숙사비",109.58
"2020. 11","전국","휴양시설이용료",125.60
"2020. 11","전국","목욕료",114.77
"2020. 11","전국","찜질방이용료",112.00
"2020. 11","전국","이용료",107.09
"2020. 11","전국","미용료",110.15
"2020. 11","전국","뷰티미용료",109.00
"2020. 11","전국","산후조리원이용료",108.59
"2020. 11","전국","보험서비스료",165.29
"2020. 11","전국","자동차보험료",111.33
"2020. 11","전국","금융수수료",99.91
"2020. 11","전국","대입전형료",86.02
"2020. 11","전국","시험응시료",110.02
"2020. 11","전국","장례비",107.02
"2020. 12","전국","총지수",105.67
"2020. 12","전국","농축수산물",122.74
"2020. 12","전국","(농산물)곡물",125.94
"2020. 12","전국","쌀",128.80
"2020. 12","전국","현미",119.14
"2020. 12","전국","찹쌀",119.49
"2020. 12","전국","보리쌀",93.58
"2020. 12","전국","콩",143.13
"2020. 12","전국","땅콩",117.12
"2020. 12","전국","혼식곡",103.67
"2020. 12","전국","(농산물)채소",117.29
"2020. 12","전국","배추",98.94
"2020. 12","전국","상추",110.62
"2020. 12","전국","시금치",106.48
"2020. 12","전국","양배추",182.05
"2020. 12","전국","미나리",165.84
"2020. 12","전국","깻잎",116.52
"2020. 12","전국","부추",136.66
"2020. 12","전국","무",139.84
"2020. 12","전국","열무",108.70
"2020. 12","전국","당근",139.54
"2020. 12","전국","감자",117.60
"2020. 12","전국","고구마",129.27
"2020. 12","전국","도라지",110.36
"2020. 12","전국","콩나물",110.09
"2020. 12","전국","버섯",87.02
"2020. 12","전국","오이",115.84
"2020. 12","전국","풋고추",93.97
"2020. 12","전국","호박",112.13
"2020. 12","전국","가지",115.13
"2020. 12","전국","토마토",130.64
"2020. 12","전국","파",138.72
"2020. 12","전국","양파",131.20
"2020. 12","전국","마늘",119.94
"2020. 12","전국","브로콜리",118.17
"2020. 12","전국","고사리",103.74
"2020. 12","전국","파프리카",94.39
"2020. 12","전국","생강",97.62
"2020. 12","전국","(농산물)과실",127.96
"2020. 12","전국","사과",129.46
"2020. 12","전국","배",156.72
"2020. 12","전국","복숭아",116.66
"2020. 12","전국","포도",123.56
"2020. 12","전국","밤",136.22
"2020. 12","전국","감",140.32
"2020. 12","전국","귤",108.54
"2020. 12","전국","오렌지",85.46
"2020. 12","전국","참외",96.80
"2020. 12","전국","수박",117.22
"2020. 12","전국","딸기",144.29
